ID,Fecha,Año,Mes,Mes_Nombre,Dia,Hora,Dia_Semana,Es_FinDeSemana,Franja_Horaria,Tipo,SubTipo,Dirección,Partido asignado,Localidad asignada,Latitud_Clean,Longitud_Clean,Patente_Principal,Marca_Detectada,Origen_Dataset,Relato
10015638857,2026-01-01 12:51:00,2026,1,January,1,12,Jueves,False,Tarde (12-18),ROBO AUTOMOTOR,MOTOS,DE LOS RESERVISTAS al 3522,GENERAL PUEYRREDON,nan,-38.0222519986,-57.6289319992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"__LLAMANTE REFIERE QUE  LE ROBAN LA MOTO A SU HIJO , FUERON DOS PERSONAS LO ABORDAN Y SE LA SACAN   , LA MOTO ES  UN TORNADO BLANCO  Y ROJO , LA MOTO NO ES DE SU HIJO NO TIENE MAS DATOS PARA APORTAR "
10015639713,2026-01-01 16:27:00,2026,1,January,1,16,Jueves,False,Tarde (12-18),ROBO AUTOMOTOR,MOTOS,LA PAMPA y Avellaneda,GENERAL PUEYRREDON,nan,-38.0019819985,-57.5731039992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,LTE INFORMA QUE UN NN MASCULINO ALCOHOLIZADO SE ROBO UNA MOTO __LA LLEVA A EMPUJONES__ES COLOR ROJA Y NEGRO C2__DOBLA POR ROCA HACIA CHACO __NO SABE SI ESTA ARMADO
10015640080,2026-01-01 17:39:00,2026,1,January,1,17,Jueves,False,Tarde (12-18),ROBO AUTOMOTOR,MOTOS,CERRITO y CALLE 65,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0528349985,-57.5815699992,A261YJJ,MOTOMEL,ROBO_AUTO_MOTO,"CRIA 5TA, TTE 1RO VERON__CERRITO Y CALLE 65__PERSONAL POLICIAL INFORMA QUE SE APERSONA UN DAMNIFICADO, EL SR ESPIGA ANDRES, QUE APORTA NRO DE CONTACTO 2233481399,A QUIEN LE SUSTRAEN UN  MOTO VEHICULO MARCA MOTOMEL , MOD. BRIZ 110CC, COLOR  NEGRO, AÑO DE FABRICACION 2025 , DOMINIO COLOCADO A261YJJ, MODALIDAD DEL HECHO ROBO CALIFICADO 02 NN. [Id.Remoto: 10015640080]"
10015640204,2026-01-01 18:03:00,2026,1,January,1,18,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,BOLIVAR al 2556,GENERAL PUEYRREDON,MAR DEL PLATA,-38.002827013094,-57.549007516284,A197VAZ,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,LLTE CUENTA QUE SE ROBARON UNA MOTO QUE ESTABA ESTACIONADA EN LA VEREDA. MARCA DOMINAR 40CC. COLOR VERDE. DOMINIO A197VAZ. __
10015640383,2026-01-01 18:36:00,2026,1,January,1,18,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,GUANAHANI al 3531,GENERAL PUEYRREDON,MAR DEL PLATA,-38.045402922171,-57.553407213153,A221FUL,MONDIAL,ROBO_AUTO_MOTO,"CRA 3RA - SGTO WHJTYCZKA__MOTO MONDIAL 110 AZUL DOMINIO A221FUL AÑO 2024 , HURTO AUTORES IGNORADOS, DENUNCIANTE SRA FRANCO CAROLINA ROXANA DNI 27.477.931 TEL 2235054290 "
10015640492,2026-01-01 18:55:00,2026,1,January,1,18,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,AV CONSTITUCION y DERQUI,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9706025382,-57.5434757055,A186GUV,HONDA,ROBO_AUTO_MOTO,"CABALLERIA , PUESTO VIGILANCIA CONSTITUCION Y AV FELIX U CAMET__MOTO HONDA WAVE 110 COLOR NEGRA DOMINIO A186GUV , HURTO AUTORES IGNORADOS , DENUNCIANTE MARCO ENRIQUE HERRERA , DNI 31165819 TEL. 2233544056"
10015640583,2026-01-01 19:09:00,2026,1,January,1,19,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,CERRITO al 4100,GENERAL PUEYRREDON,MAR DEL PLATA,-38.06049740163,-57.591888703453,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,LLAMANTE REFIERE QUE  PASO UN CHICO EN UNA MOTO AZUL DE ALTA CILINDRADA Y LO IBAN SIGUIENDO DOS SUJETOS EN MOTO LO CORRIAN PARA ROBARLE Y LE DISPARARON DOS VECES DE ATRAS. NO LO HIRIERON. IBAN TODOS POR  POR CERRITO COMO PARA 39 Y MARIO BRAVO. LOS SUJETOS DE ATRAS IBAN EN UNA MOTO EN UN 150 NO VIO EL COLOR . 
10015640684,2026-01-01 19:26:00,2026,1,January,1,19,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,SANTA FE al 2339,GENERAL PUEYRREDON,MAR DEL PLATA,-38.005638460919,-57.549077062564,nan,MONDIAL,ROBO_AUTO_MOTO,"LLAMANTE MASCULINO REFEIRE QUE FUE A BUSCAR SU MOTO ESTACIONADA Y NO ESTA, MISMA, MOTO MONDIAL MAC 110 COLOR ROJA, DOMINIO NO POSEE.-"
10015640759,2026-01-01 19:37:00,2026,1,January,1,19,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,EDUARDO PERALTA RAMOS al 2474,GENERAL PUEYRREDON,MAR DEL PLATA,-38.019237603352,-57.613648246079,A253PHM,ZANELLA,ROBO_AUTO_MOTO,"CRIA 16TA - SGTO OCAÑA, AÑO 2025 ZANELLA ZB 110 DOMINIO A253PHM COLOR GRIS, DENUNCIANTE PREZZO GASTON DNI 42906208 TEL 2235411015"
10015640769,2026-01-01 19:39:00,2026,1,January,1,19,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,SANTIAGO DEL ESTERO y Av Juan Jose Paso,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0207809984,-57.5627319992,A168MKN,HONDA,ROBO_AUTO_MOTO,"SEGMENTO 6 SGTO LUBERTO __30675 - FABRE LAUTARO NO APORTA SE DIRIGE A CRIA A RADICAR , SGTO ESTERO Y VIEYTES , MOTO HONDA TORMADO 250 BLANCO DOMINIO A168MKN , 2NN ARMADOS ROPA OSCURA , 1 PELO TINTURA AMARILLA"
10015641313,2026-01-01 21:10:00,2026,1,January,1,21,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,AV PEDRO LURO y Dr Ramon Carrillo,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9579240913,-57.6266082591,nan,HONDA,ROBO_AUTO_MOTO,EL LLAMANTE REFIERE QUE  LE ROBARON EN LA VIA PUBLICA. ERAN DOS DELINCUENTES ARMADOS. NO VIO PERO AMEDRENTO. LE ROBARON NUNA MOTO GLH HONDA 150 COLOR AZUL PATENTE NO RECUERDA. ELLOS ANDABAN EN MOTO 110. FUGAN PARA EL LADO LIBERTAD POR 242. ESTA UN GOLPEADO EN EL CODO EL LLAMANTE. 
10015641426,2026-01-01 21:29:00,2026,1,January,1,21,Jueves,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,AV PEDRO LURO y Dr Ramon Carrillo,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9579240913,-57.6266082591,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"EL LLAMANTE REFIERE QUE LE ROBARON LA MOTO GLH 150 AZUL PATENTE NO RECUERDA. DOS MASCULINOS ARMADOS. INSUNIARON COMO QUE ESTABAN ARMADOS. ANDABAN EN MOTO 110. FUGAN POR LURO VOLVIERON ENTRANDO PARA MAR DEL PLATA. SE CAYO DE LA MOTO EL LLAMANTE , TUVO UN GOLPE LEVE. "
10015642360,2026-01-02 00:19:00,2026,1,January,2,0,Viernes,False,Madrugada (00-06),ROBO AUTOMOTOR,MOTOS,CASILDO VILLAR al 1908,GENERAL PUEYRREDON,MAR DEL PLATA,-38.031234954853,-57.587795925016,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,TENTATIVA____LLAMANTE REFIERE QUE 2 DELINCUENTES EN MOTO ANDAN DANDO VUELTAS. ESTAN ARMADOS. NO HAY HERIDOS. TIRARON A UN MASCULINO DE UNA MOTO PARA ROBARLE.
10015642439,2026-01-02 00:36:00,2026,1,January,2,0,Viernes,False,Madrugada (00-06),ROBO AUTOMOTOR,MOTOS,GUTEMBERG y Gral Rafael Del Riego,GENERAL PUEYRREDON,nan,-38.0420619985,-57.5873119992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"LLAMANTE INFORMA QUE LE ROBARON LA MOTO A UN CHICO QUE ESTA TIRADO EN LA VEREDA, ESTA HERIDO LE DIERON UN CULATAZO EN LA CABEZA NO APORTA DATOS DE LOS AUTORES"
10015643125,2026-01-02 06:21:00,2026,1,January,2,6,Viernes,False,Mañana (06-12),ROBO AUTOMOTOR,MOTOS,FEDERICO RAUCH y Av Pedro Luro,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9711529985,-57.6005949992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"LLAMANTE REFIERE QUE LE ROBARON LA MOTO , ES UN GLH 2024, ES 150 CC , COLOR NEGRO , PATENTE A 242 L , NO ESTA HERIDA, ERAN DOS HOMBRES EN OTRA MOTO , ES OTRO GNH AZUL , SE FUERON HACIA COLON POR CALLE RAUCH , NO ESTAN ARMADOS, NO SABE MAS [Id.Remoto: 10015643125]"
10015643228,2026-01-02 07:51:00,2026,1,January,2,7,Viernes,False,Mañana (06-12),ROBO AUTOMOTOR,MOTOS,AV PEDRO LURO y Av Fermin Errea,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9620040394,-57.6185728214,A225QUG,HONDA,ROBO_AUTO_MOTO,"MOIVL 31616, ROBO MOTOVEHICULO, HONDA CV 300, PTTE A225QUG, COLOR ROJO Y NEGRO, AÑO 2024 SR BARRIA PATRICIO EZEQUIEL, DNI 37405041, CEL: 223-5715803, __REFIERE QUE LO ABORADA UNA MOTO TIPO BORODO Y NEGRA SALEN POR VENEZUELA EN DIRECCION A BALCARSE [Id.Remoto: 10015643228]"
10015643482,2026-01-02 09:41:00,2026,1,January,2,9,Viernes,False,Mañana (06-12),ROBO AUTOMOTOR,MOTOS,PAULA ALBARRACIN al 557,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9667828311,-57.5855731056,A036BKE,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,CARGA INVERSA __ADELANTO DE SECUESTRO__SGTO ROJAS INFORMA__MODALIDAD HURTO__HONDA BIZ 125CC COLOR ROJO__DOMINIO A036BKE__AÑO DE FABRICACION 2018__DAMNIFICADO DELFIORE NICOLAS__TELEFONO 2236325313__ENTRE LAS 00 Y 09 DEL DIA DE LA FECHA__ [Id.Remoto: 10015643482]
10015643634,2026-01-02 10:34:00,2026,1,January,2,10,Viernes,False,Mañana (06-12),ROBO AUTOMOTOR,MOTOS,MIGUELETES al 1722,GENERAL PUEYRREDON,MAR DEL PLATA,-37.991089812903,-57.637881191331,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"REFIERE QUE LE ROBAN LA MOTO A SU ABUELO CUANDO ESTABA LLEGANDO . NO SABE CUANTOS SON. LO GOLPEARON. NO TIENE MAS DATOS DE LOS DELINCUENTES, ES UNA MOTO APIA CITY 110 C COLOR GRIS PTTE.  NO RECUERDA.- [Id.Remoto: 10015643634]"
10015643932,2026-01-02 11:59:00,2026,1,January,2,11,Viernes,False,Mañana (06-12),ROBO AUTOMOTOR,MOTOS,JUAN ANGEL PEÑA al 6391,GENERAL PUEYRREDON,MAR DEL PLATA,-37.962499350354,-57.570763034632,A039BFJ,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"OSI GARCIA VALERIA AYUDANTE DE GUARDIA, HURTO MOTOVEHICULO, MARCA KELLER NEGRA KN 110, PTTE A039BFJ, DATOS DEL PROPIETARIO ROMEO CAMILA DNI 41258669, CEL : 223-5773641, HORARIO APROXIMADO LO CONSTATARON 07: .30HS"
10015644044,2026-01-02 12:33:00,2026,1,January,2,12,Viernes,False,Tarde (12-18),ROBO AUTOMOTOR,VEHÍCULOS,FLORISBELO ACOSTA y Av Felix U Camet,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9753389984,-57.5432639992,AH404ZB,FIAT,ROBO_AUTO_MOTO,"34835 INFORMA QUE A SURFISTA LE SUSTRAEN CAMIONETA  FIAT ESTRADA COLOR NEGRA PTTE AH404ZB AÑO 2025, VA A TRATAR DE RASTREARLA TIENE EL CELULAR I-FON [Id.Remoto: 10015644044]"
10015644810,2026-01-02 15:33:00,2026,1,January,2,15,Viernes,False,Tarde (12-18),ROBO AUTOMOTOR,MOTOS,AV PEDRO LURO y Rawson,GENERAL PUEYRREDON,MAR DEL PLATA,-37.986938695,-57.5693309119,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"__LLAMANTE REFIERE QUE CIRCULABA POR LA ZONA Y DOS MOTO TORNADOS LO ENCIERRAN  , ESTABAN ARMADOS  Y LE SUSTRAEN  SUTRAEN MOTO XR 150 BLANCA Y ROJA  A 207 HFD SE FUGAN POR AV LURO COMO PARA NEUQUEN O ITALIA . NO HAY HERIDOS , LLAMANTE EN COMISARIA  RADICANDO [Id.Remoto: 10015644810]"
10015645199,2026-01-02 17:02:00,2026,1,January,2,17,Viernes,False,Tarde (12-18),ROBO AUTOMOTOR,VEHÍCULOS,JURAMENTO al 706,GENERAL PUEYRREDON,MAR DEL PLATA,-38.038416494948,-57.557662181767,nan,FORD,ROBO_AUTO_MOTO,"CCA QUE LE ROBARON CAMIONETA FORD RANGER COLOR BLANCA PATENTE EMR 311, SE   ACABAN DE DAR CUENTA QUE LA SUSTRAJERON DE LA PUERTA DE SU CASA , LOS VECINOS NO VIERON A NADIE , ANDABAN 2 MOTOS 4 NN DANDO VUELTAS__"
10015645414,2026-01-02 17:46:00,2026,1,January,2,17,Viernes,False,Tarde (12-18),ROBO AUTOMOTOR,VEHÍCULOS,MATHEU y Carlos Pellegrini,GENERAL PUEYRREDON,nan,-38.0273099984,-57.5384439992,nan,FIAT,ROBO_AUTO_MOTO,LTE INFORMA QUE LE ROBARON LA CAMIONETA__ESTABA ESTACIONADA Y AL REGRESAR NO ESTA MAS__MARCA TOYOTA HILUX SW4 COLOR GRIS PATENTE AE 496 IY __LOS VEICNSO VIERON UN FIAT CRONOS SIN PATENTE MERODEANDO NO SABE COLOR 
10015645449,2026-01-02 17:52:00,2026,1,January,2,17,Viernes,False,Tarde (12-18),ROBO AUTOMOTOR,MOTOS,CALLE 461 y Calle 40,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0932769985,-57.6081169992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"LLAMANTE REFIERE QUE LE QUISIERON ROBAR LA MOTO NO ESTA HERIDO, SE METIO JUSTO. INDICA QUE ERAN 4 MASCULINOS EN 4 MOTOS, TODAS MOTOS GRANDES, TAPADAS LAS CARAS, ERAN TODAS MOTOS NEGRAS"
10015645620,2026-01-02 18:24:00,2026,1,January,2,18,Viernes,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,CIUDAD DE DOLORES al 2532,GENERAL PUEYRREDON,MAR DEL PLATA,-38.034285244268,-57.594744297815,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"LA ENCAÑONARON A LA NOVIA PARA ROBARLE LA MOTO Y NO LOGRARON ROBARLA , LOS VECINOS COMENZARON A ALIR __ERAN 2 NN XR NEGRA ROPAS  CASCO CON LENTES FLUOVISOR ARMADOS 9MM__ SE VAN  POR DOLORES PARA MARIO BRAVO __ NO HAY HERIDOS "
10015646042,2026-01-02 19:52:00,2026,1,January,2,19,Viernes,False,Noche (18-24),ROBO AUTOMOTOR,VEHÍCULOS,BUENOS AIRES al 2326,GENERAL PUEYRREDON,MAR DEL PLATA,-38.007059821027,-57.54601667003,CDY062,FIAT,ROBO_AUTO_MOTO,"LLAMANTE REFIERE QUE LE ROBARON SU VEHICULO ESCUCHARON EL RUIDO Y CUANDO SALIERON A VER, SE ESCAPABAN POR BUENOS AIRES COMO VA LA CALLE. SE LLEVARON SU FIAT 1 BLANCO DE LOS VIEJOS DOMINIO CDY062. [Id.Remoto: 10015646042]"
10015647193,2026-01-02 23:06:00,2026,1,January,2,23,Viernes,False,Noche (18-24),ROBO AUTOMOTOR,MOTOS,RODRIGUEZ PEÑA y David Ortega,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9911509985,-57.6010589992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"CARGA INVERSA DEL SGTO AYALA CRISTIAN, REFIERE SGTO ACOSTA BELEN SOLICITA MOVIL EN COLABORACION, DELIVERY REFIERE LE SUSTRAEN SU MOTOVEHICULO "
10015647965,2026-01-03 01:32:00,2026,1,January,3,1,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,VEHÍCULOS,AZOPARDO y Envar El Kadri,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9959959985,-57.6240359992,AC344QW,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"CRIA 11RA INFORMA QUE DEL LUGAR 2 MASCULINOS ARMADOS SUSTRAEN VEHICULO VOLKWAGEN VOYAGE DOMINIO AC344QW, VMA MERCADO JAVIER, TEL 2644857409"
10015648136,2026-01-03 02:11:00,2026,1,January,3,2,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,MOTOS,11 DE SEPTIEMBRE al 4427,GENERAL PUEYRREDON,MAR DEL PLATA,-37.986075875527,-57.56199575971,A174SKD,MONDIAL,ROBO_AUTO_MOTO,"CARGA INVERSA DE CRIA 4TA SGTO SUAREZ  SUSTRAEN MODALIDAD HURTO VEHICULO MARCA MONDIAL MODELO 110 AÑO 2022 COLOR NEGRA DOMINIO COLOCADO A174SKD, PROPIETARIO CASTILLO MAXIMILIANO DAVID DNI 37388852 TEL 2235444691 DOMICILIO EL CANO 3131 "
10015648161,2026-01-03 02:19:00,2026,1,January,3,2,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,MOTOS,12 DE OCTUBRE al 10628,GENERAL PUEYRREDON,MAR DEL PLATA,-37.99432268342,-57.610824728879,A266SIL,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"MOVIL 30559 ENTREVSTA CON LA SRA GALLARDO CARMEN, 2 MASCULINOS ARMADOS SUSTRAEN MOTOVEHICULO SIAM 110 COLOR NEGRO, DOMINIO A266SIL, TEL 2235478842"
10015648209,2026-01-03 02:33:00,2026,1,January,3,2,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,VEHÍCULOS,TUCUMAN y Av Juan Jose Paso,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0224629984,-57.5570039992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,LLAMANTE REFIERE QUE SE ROBARON UNA CAMIONETA RANGER BLANCA  LA LLELVARON CON ALARMA SONANDO
10015648299,2026-01-03 03:03:00,2026,1,January,3,3,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,MOTOS,LAS HERAS y Falucho,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0096499984,-57.5424979992,nan,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"EN PROCESO__LLAMANTE REFIERE QUE HAY DOS MASCULINOS  QUE QUIEREN ROBAR UNA MOTO QUE ESTA EN LA VIA PUBLICA, NO RESPONDE DESCRIPCION, SE CORTA LA COMUNICACION. "
10015648312,2026-01-03 03:08:00,2026,1,January,3,3,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,VEHÍCULOS,SALTA y Castelli,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0054449984,-57.5618069992,AG041PN,OTRA / NO ESPECIFICADA,ROBO_AUTO_MOTO,"INF CRIA 2DA SUB INSPECTOR MONTES SUSTRAEN MODALIDAD ROBO CALIFICADO VEHICULO MARCA VW MODELO TAOS AÑO 2023 COLOR GRIS OSCURO DOMINIO COLOCADO AG041PN, PROPIETARIO LISANDRO MATIAS BELTRAMINO DNI 36217507 TEL 2235734079 DOMICILIO SALTA 828 PISO 3 DEPTO A "
10015648622,2026-01-03 05:45:00,2026,1,January,3,5,Sábado,True,Madrugada (00-06),ROBO AUTOMOTOR,VEHÍCULOS,CALLE 236 al 1366,GENERAL PUEYRREDON,MAR DEL PLATA,-37.9932100155,-57.6288595773,nan,CHEVROLET,ROBO_AUTO_MOTO,REFIERE QUE LE ROBAN EL AUTO __CORSA CHEVROLET PATENTE MGE 801 COLOR VERDE OSCURO __ERAN 4 MASCULINOS ARMADOS CON UNA 9 MM __NO EHRIDOS [Id.Remoto: 10015648622]
10015648666,2026-01-03 06:12:00,2026,1,January,3,6,Sábado,True,Mañana (06-12),ROBO AUTOMOTOR,VEHÍCULOS,ING JULIO CANESSA al 1044,GENERAL PUEYRREDON,MAR DEL PLATA,-38.0012,-57.6129,nan,TOYOTA,ROBO_AUTO_MOTO,"REFIERE QUE 4 MASCULINOS EN UNA  TOYOTA HILIX BLANCAPATENTE NO VIO , BAJARON Y  SE LLEVARON UNA CAMIONETA PARNER COLOR BLANC , NO SABE PATENTE . GOLPEARON A LOS PROPIETARIOS . HAY HERIDOS. LOS DELINCUENTES SE FUERON.  NO SABE  POR  QUE CALLE .- "
