Fecha,ID,Dirección,Tipo,SubTipo,Relato,Partido asignado,Localidad asignada,Latitud,Longitud,RESULTADO,Comentario Cierre Supervisor,Latitud_Clean,Longitud_Clean,Año,Mes,Mes_Nombre,Dia,Hora,Dia_Semana_Num,Dia_Semana,Es_FinDeSemana,Franja_Horaria,Patentes_Extraidas,Patente_Principal,Marca_Detectada,Origen_Dataset
2026-01-05 22:29:00,10015662424,AV POLONIA al 202,ROBO AUTOMOTOR,MOTOS,ROBAN MOTO GILERA SMASH NEGRA DOMINIO NO RECUERDA. __ERAN 4 NN  EN 2 MOTOS BLANCAS.__VISTEN DE NEGRO.__TENIAN ARMA DE FUEGO.__SE VAN POR BRUMANA__NO HAY HERIDOS,GENERAL PUEYRREDON,MAR DEL PLATA,-3800838650884.0,-57588847555612.0,NEGATIVO,INF MOV QUE AL ARRIBO PANORAMA NORMAL -NADIE ENTREVISTA - SE LLAMA POR TELEFONO Y EL LLAMNTE ES UN TERCERO ,-38.00838650884,-57.588847555612,2026,1,January,5,22,0,Lunes,False,Noche (18-24),[],,GILERA,ARMA_FUEGO
2026-01-06 00:54:00,10015663094,PIGUE al 2520,CARTA ORIGINAL,CON PRIORIDAD,"LLAMANTE REFIERE QUE FUE UN HOMBRE CON ARMA DE FUEGO A AMENAZARLO DE MUERTE A OTRO HOMBRE,  CASI LO APUNTO, ES DEL BARRIO, NUEVO, NO HAY HERIDOS, ESTABA DROGADO__EL QUE LO AMENAZO VENDE DROGAS, NO SABE QUE TIPO, ES NUEVO EN EL BARRIO. NO SABE QUE DIAS Y HORARIOS VENDE. VIVE EN LA 202 Y ALBERTI, JUSTO EN LA ESQUINA. ES LA UNICA CASA DE MANO DERECHA. NO SABE SI SE MANEJA EN VEHICULO",GENERAL PUEYRREDON,MAR DEL PLATA,-379761.0,-576115.0,VSup,0,-37.9761,-57.6115,2026,1,January,6,0,1,Martes,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 00:58:00,10015663111,PIGUE al 2520,INTEGRIDAD A LA VIDA,AMENAZA DE MUERTE,"LLAMANTE REFIERE QUE FUE UN HOMBRE CON ARMA DE FUEGO A AMENAZARLO DE MUERTE A OTRO HOMBRE,  CASI LO APUNTO, ES DEL BARRIO, NUEVO, NO HAY HERIDOS, ESTABA DROGADO ",GENERAL PUEYRREDON,MAR DEL PLATA,-379761.0,-576115.0,NEGATIVO,"30884 INF EN LUGAR ANDIE ENTREVISTA , EN VIA PUBLICA NORMLA ",-37.9761,-57.6115,2026,1,January,6,0,1,Martes,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 01:08:00,10015663164,GOYENECHE R al 11500,DISPAROS,DISPAROS," LLAMANTE INFORMA ESCUCHA DETONACIONES DE ARMA DE FUEGO,  CREE QUE HAY HERIDOS, NO APORTA MAS DATOS",GENERAL PUEYRREDON,,,,NEGATIVO,31616 INF RECORIDA SIN NOVEDA D,,,2026,1,January,6,1,1,Martes,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 05:47:00,10015663851,AV VERTIZ al 7617,INTEGRIDAD A LA VIDA,SUICIDIO,27788 INF EN E LUGAR UNA TTVA DE SUICIDIO MASCULINO MAYOR 23 AÑOS GONZALEZ JESUS INGRESA AL HIGA CON ESTADO RESERVADO IMPACTO EN LA CABEZA MOVIL 27788 REFIERE QUEDA EN EL DLIO A LA ESPERA DE CIENTIFICA PARA PERICIA Y LEVANTAMIENTO DEL ARMA DE FUEGO ,GENERAL PUEYRREDON,MAR DEL PLATA,-38019362469802.0,-57591288893752.0,V ACC-MC,0,-38.019362469802,-57.591288893752,2026,1,January,6,5,1,Martes,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 11:00:00,10015664585,GUTEMBERG y Mateotti,VIOLENCIA,NO FAMILIAR,"LLAMANTE REFIERE UNA PELEA , UNO TIENE UN ARMA DE FUEGO, SON 3 HOMBRES , NO SON FAMILIARES, NO VE HERIDOS , ESTAN EN LA CALLE ",GENERAL PUEYRREDON,MAR DEL PLATA,-380420619985.0,-575873119992.0,NEGATIVO,persona informa se entrevista con la sra galvan cristal la cual informa que vio a dos masculinos discutir al arribo del movil negativo los masculinos personal recorre la zona de surgir alguna novedad ,-38.0420619985,-57.5873119992,2026,1,January,6,11,1,Martes,False,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 18:16:00,10015666285,BRAGADO al 553,SOSPECHOSOS,EN VEHÍCULO,"__LLAMANTE MENCIONA QUE 7 U 8 MASCULINOS QUE SE MOVILIZAN EN UN LOGAN COLOR BLANCO SIN DOMINIO, NO APORTA MARCA, AGREGA QUE SE MOVILIZAN A ALTA VELOCIDAD UNO DE LOS INDIVIDUOS DEL INTERIOR POSEE ARMA DE FUEGO, ESTAN AGRESIVOS.- ",GENERAL PUEYRREDON,MAR DEL PLATA,-37992835447393.0,-57615378949738.0,NEGATIVO,A LA RECORRIDA NEGATIVO VEHICULO CON LAS CARACTERISTICAS APORTADAS,-37.992835447393,-57.615378949738,2026,1,January,6,18,1,Martes,False,Noche (18-24),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 20:12:00,10015666825,JULIETA LANTERI y Calle 14,VIOLENCIA,NO FAMILIAR,"LLAMANTE MENCIONA QUE HAY 4 MASCULINOS QUE SE MOVILIZAN EN UN CAMIONETA KANGOO COLOR BLANCA DOMINIO AC 225 NF Y AGREDIERON AL VECINO, UNO POSEE ARMA BLANCA, OTRA ARMA DE FUEGO Y UNO ESTA CON UN CRICKET, LO AGREDIERON BRUTALMENTE  ",GENERAL PUEYRREDON,MAR DEL PLATA,-381042439985.0,-575869059992.0,Telefonía Fija/Móvil,0,-38.1042439985,-57.5869059992,2026,1,January,6,20,1,Martes,False,Noche (18-24),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-06 20:59:00,10015667054,DIAGONAL PUEYRREDON al 2943,SOSPECHOSOS,EN VEHÍCULO,"__LLAMANTE MENCIONA QUE VIO UN MASCULINO QUE VISTE REMERA ROSA, CON CASCO NEGRO Y SE MOVILIZA EN UNA MOTO ROJO CC110 MARCA NI DOMINIO NO APORTA,VIO QUE TENIA ARMA DE FUEGO Y LA GUARDO EN LA CINTURA DEL PANTALON, SE FUE EN LA MOTO POR SAN MARTIN HACIA LA PEATIONAL .- ",GENERAL PUEYRREDON,MAR DEL PLATA,-37998153924723.0,-57549577025795.0,NEGATIVO,"MOVIL INFORMA QUE EN LA AMPLIA RECORRIDA EL PANORAMA ES NORMAL, NADIE ENTREVISTA, PERSONAL SIGUE EN RECORRIDA.",-37.998153924723,-57.549577025795,2026,1,January,6,20,1,Martes,False,Noche (18-24),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-07 01:23:00,10015668253,ESTEBAN GASCON y 202,DISPAROS,PERSONAS,"LLAMANTE INFORMA  HAY 4  PERSONAS QUE SE  EFECTUAN DETONACIONES DE ARMA DE FUEGO ENTRE ELLOS, HAY DOS EN CASA ESQUINA] HAY UN MASCULINO EN E L PISO, CREE QUE CON UNA HERIDA EN LA PIERNA__ NO APORTA MAS DATOS____",GENERAL PUEYRREDON,,,,V ACC-MC,0,,,2026,1,January,7,1,2,Miércoles,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-08 09:35:00,10015673770,CNEL SUAREZ al 2500,CARTA ORIGINAL,CON PRIORIDAD,"REFIERE QUE ESTAN REALIZANDO DETONACIONES DE ARMA DE FUEGO, NO SABE SI HAY HERIDOS, HAY UN INCENDIO DE UNA CASA, ESTA MUY EXPOANDIDO, HAY MUCHO HUMO, NO SABE SI HAY GENTE ATRAPADA, NO SABE SI HAY HERIDOS, AUN SIGUEN DISPARANDO .-  ____REFIERE QUE HAY UNA CASA EN CORONEL SUAREZZ 2500 ENTRE GASCON Y ALBERTI, CASA SENCILLA, DONDE VENDEN DROGA,  NO SABE QUE DROGA VENDEN,  VIVEN DOS CHICOS, NO SABE DATOS PERSONALES, FISICAMENTE NO SABE TAMPOCOC COMO SON, LA VENTA ERA DE NOCHE , NO RESPONDE A SI ESTABAN ARMADOS Y QUE DIAS ERA LA VENTA.-  CORTA LA LLAMADA  ",GENERAL PUEYRREDON,MAR DEL PLATA,-379794213135.0,-576044336109.0,VSup,0,-37.9794213135,-57.6044336109,2026,1,January,8,9,3,Jueves,False,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-08 09:40:00,10015673784,CNEL SUAREZ al 2500,INCENDIO,EN INTERIOR,"REFIERE QUE ESTAN REALIZANDO DETONACIONES DE ARMA DE FUEGO, NO SABE SI HAY HERIDOS, HAY UN INCENDIO DE UNA CASA, ESTA MUY EXPOANDIDO, HAY MUCHO HUMO, NO SABE SI HAY GENTE ATRAPADA, NO SABE SI HAY HERIDOS, AUN SIGUEN DISPARANDO .-  __",GENERAL PUEYRREDON,MAR DEL PLATA,-379794213135.0,-576044336109.0,Telefonía Fija/Móvil,0,-37.9794213135,-57.6044336109,2026,1,January,8,9,3,Jueves,False,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-09 02:46:00,10015677491,MISIONES al 2022,ROBO,VÍA PÚBLICA,"LLAMANTE INFORMA QUE LE ROBARON EN LA CALLE COLON Y CHACO__2 MASC ARMADOS CON UN ARMA DE FUEGO__NO ESTA HERIDO____INDICA QIE TIENE GORRA, CREE QUE SIGUIERON POR CHACO PERO NO SABE EN QUQ SENTIDO____",GENERAL PUEYRREDON,MAR DEL PLATA,-37992312128373.0,-57568078405681.0,POSITIVO,"33822 GALI FERNANDO ENTREVISTADO, DOS MASCULINOS ARMADOS SUSTRAEN TELEFONO. INV A RADICAR. ",-37.992312128373,-57.568078405681,2026,1,January,9,2,4,Viernes,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-09 04:10:00,10015677645,SAAVEDRA al 7257,DISPAROS,DISPAROS,"EN PROCESO__ LLAMANTE INFORMA  ESTAN EFECTUANDO  DETONACIONES DE ARMA DE FUEGO Y CREE QUE INGRESARON A LO DE SU VECINO YA QUE ESCUCHA  GRITOS E INSULTOS Y GOLPES DE PORTON__ NO SABE SI HAY HERIDOS, NO SABE MAS DATOS",GENERAL PUEYRREDON,MAR DEL PLATA,-379909.0,-576059.0,V ACC-MC,0,-37.9909,-57.6059,2026,1,January,9,4,4,Viernes,False,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-09 11:18:00,10015678597,TERMAS DE RIO HONDO y ESTEBAN GASCON,CARTA ORIGINAL,CON PRIORIDAD,"LLTE REFIERE QUE VARIOS VECINOS  PELEAN  EN VIA PUBLICA, SE ENFRETAN MUJERES Y AHORA PARTICIPAN MASCULINOS ARMADOS CON ARMA DE FUEGO__NO SABE SI HAY HERIODS ____REFIERE QUE ESTA PELEA ES POR VENTA DE DROGAS, __EL VENDEDOR BRAIAN SURANITI  DE UNOS 25 AÑOS, QUE VIVE EN CALLE GASCON Y CALLE 184 (TERMAS DE RIO HONDO)  CASA DE LA  ESQUINA DE  2 PISOS  __EL NN ESTA ARMADO CON ARMA DE FUEGO __VENDE COCAINA Y MARIHUANA , LA VENTA ES DURANTE TODOEL DIA  A TODA HORA__EL NN TIENE UN AUTO MARCA PEUGOT 308 GRIS PLATA , NO SABE LA PATENTE ",GENERAL PUEYRREDON,,-379804299985.0,-576024539992.0,VSup,0,-37.9804299985,-57.6024539992,2026,1,January,9,11,4,Viernes,False,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-09 11:24:00,10015678615,TERMAS DE RIO HONDO y ESTEBAN GASCON,VIOLENCIA,NO FAMILIAR,"LLTE REFIERE QUE VARIOS VECINOS  PELEAN  EN VIA PUBLICA, SE ENFRETAN MUJERES Y AHORA PARTICIPAN MASCULINOS ARMADOS CON ARMA DE FUEGO__NO SABE SI HAY HERIODS ____",GENERAL PUEYRREDON,,-379804299985.0,-576024539992.0,NEGATIVO,"MOVIL INFORMA EN RECORRIDA NEGATIVO NN NADIE ENTREVISTA, GENTE HOSTIL,PLENA VILLA ",-37.9804299985,-57.6024539992,2026,1,January,9,11,4,Viernes,False,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-10 09:01:00,10015683149,CNEL SUAREZ y French,CARTA ORIGINAL,CON PRIORIDAD,"REFIERE QUE HAY 2 PERSONAS ARMADAS, ESTAN SIN REMERA__SON MASCULINOS, TIENEN ARMA DE FUEGO Y CUHILLO__NO HAY HERIDOS__QUE ESTAN DISCUTIENDO __QUE LA SITUACION ES HABITUAL, QUE SI CONTINUA, ALGUNA PERSONA LOS VA A A AGREDIR A ESTOS MASCULINOS __QUE ESTAS PERSONAS VENDEN DROGAS EN UNA CASA, CREE ES UNA CASA BLANCA DE AFUERA__NO SABE NOMBRES DE QUIENES VENDEN, QUE VENDEN FALOPA, MERCA__NO TIENEN VEHICULOS__QUE VENDEN TODO EL DIA, TODOS LOS DIAS ",GENERAL PUEYRREDON,MAR DEL PLATA,-379624219985.0,-575907129992.0,VSup,0,-37.9624219985,-57.5907129992,2026,1,January,10,9,5,Sábado,True,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-10 09:10:00,10015683167,CNEL SUAREZ y French,VIOLENCIA,NO FAMILIAR,"REFIERE QUE HAY 2 PERSONAS ARMADAS, ESTAN SIN REMERA__SON MASCULINOS, TIENEN ARMA DE FUEGO Y CUCHILLO__NO HAY HERIDOS__ ESTAN DISCUTIENDO __ESTO  ES HABITUAL, QUE SI CONTINUA, ALGUNA PERSONA LOS VA  A  AGREDIR A ESTOS MASCULINOS __",GENERAL PUEYRREDON,MAR DEL PLATA,-379624219985.0,-575907129992.0,NEGATIVO,"32807 EN EL LUGAR INFORMA NEGATIVO, NADIE PARA ENTREVISTAR",-37.9624219985,-57.5907129992,2026,1,January,10,9,5,Sábado,True,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-10 12:09:00,10015683658,MANSILLA y Manuela Pedraza,SOSPECHOSOS,PERSONA EXTRAÑA,"REFIERE QUE POR MANSILLA HACIA TEJEDOR VA UN HOMBRE QUE TIENE UN PAÑUELO ROSA, LLEVA  ARMA DE FUEGO EN LA MANO, A PIE, NO LE DIERON OTRA INFORMACION. ",GENERAL PUEYRREDON,MAR DEL PLATA,-379528379984.0,-575390149992.0,NEGATIVO,"ENTREVISTADO BOTA  , EN RECORRIDA NEG MASC ",-37.9528379984,-57.5390149992,2026,1,January,10,12,5,Sábado,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-10 17:10:00,53189113,MAGALLANES y JOSE HERNANDEZ,OCCISO,OCCISO,"M15 SAME SOLICITA PRESENCIA POLICIAL Y CIENTIFICA POR UN MASC OBITO CON HERIDA DE ARMA DE FUEGO EN CRANEO, QUIEN FUE TRASLADADO DE MANERA PARTICULAR  EN UN VEHICULO AL CAPS. [Id.Remoto: 3391641] [Id.Remoto: 2370256] [Id.Remoto: 53189113]",GENERAL PUEYRREDON,MAR DEL PLATA,-38035740998.0,-57557697999.0,Telefonía Fija/Móvil,0,-38.035740998,-57.557697999,2026,1,January,10,17,5,Sábado,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-10 20:51:00,10015685818,CALLE 65 y Cerrito,DISPAROS,DISPAROS,"LLAMANTE REFIERE QUE UN MASCULINO ESTABA EFECTUANDO DISPAROS DE ARMA DE FUEGO, UNA ZUZUKI 125 COLOR ROJO,__LUEGO EFECTUO CORTES CON CON EL CAÑO DE ESCAPE, LA MOTO ES ROBADA, SE LA ROBARON A UN AMIGO",GENERAL PUEYRREDON,MAR DEL PLATA,-380535837755.0,-575829680932.0,NEGATIVO,"MOVIL INFORMA QUE EN LA AMPLIA RECORRIDA EL PANORAMA ES NORMAL, NADIE ENTREVISTA, PERSONAL SIGUE EN RECORRIDA.",-38.0535837755,-57.5829680932,2026,1,January,10,20,5,Sábado,True,Noche (18-24),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-10 22:41:00,10015686313,GALICIA al 2278,ROBO AUTOMOTOR,MOTOS,FEMENINA DE 20 AÑOS CON HERIDA DE ARMA DE FUEGO. LLA HIEREN PARA ROBAR LA MOTO.__NO SABEN SI ROBAN LA MOTO HONDA WAVE BLANCA O LOS DELINCUENTES ESTABAN EN LA HONDA WAVE.__SE VAN PARA FORTUNATO DE LA PLAZA.,GENERAL PUEYRREDON,MAR DEL PLATA,-380426.0,-575794.0,Analizado por ACC-MC,0,-38.0426,-57.5794,2026,1,January,10,22,5,Sábado,True,Noche (18-24),[],,HONDA,ARMA_FUEGO
2026-01-11 02:38:00,10015687410,GUAYANA al 2544,INFORMACION ,INFORMACION,"LLAMANTE REFIERE QUE DENTRO DEL DOMICILIO VIO A UN NN QUE EN EL DIA DE AYER IRIO A 2 PERSONAS CON UN ARMA DE FUEGO EN EL BARRIO LIBERTAD, NO SABE LOS DATOS PERO SABE CUMPLE ARRESTO DOMICILIARIO Y QUE LO ESTA BUSCANDO LA POLICIA, ANDA ARMADO ESTA CON OTRO MASCULINO MAS DENTRO DE LA PROPIEDAD",GENERAL PUEYRREDON,MAR DEL PLATA,-3796910747062.0,-57625855711324.0,Telefonía Fija/Móvil,0,-37.96910747062,-57.625855711324,2026,1,January,11,2,6,Domingo,True,Madrugada (00-06),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-11 20:01:00,10015691443,14 DE JULIO y Formosa,SOSPECHOSOS,EN VEHÍCULO,LLAMANTE REFIERE QUE HAY DOS PAREJAS DE MOTO SOSPECHOSOS EN SENTIDO A AV JUAN B JUSTO Y VAN PARA EL OESTE - __EN MOTOS SIN PATENTE - TIPO 150 DE CALLE  - NO LOS VIO ROBAR A NADIE PERO EN ACTITUD MUY SOSPECHOSA__VIO QUE PORTAN ARMA DE FUEGO - TODOS VISTEN DE NEGRO - __UNO CON REMERA NEGRA CON LETRAS BLANCAS GRANDES CON TIPOGRAFIA CHINA CON CASCO__,GENERAL PUEYRREDON,,-380121289985.0,-575728579992.0,NEGATIVO,34839 INF RECORRIDA SIN NOVEDAD ANDIE ENTREVISTA ,-38.0121289985,-57.5728579992,2026,1,January,11,20,6,Domingo,True,Noche (18-24),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
2026-01-12 14:04:00,10015695145,AV DR ALIO al 2178,VIOLENCIA,NO FAMILIAR,REFIERE  DOS MASC PELEANDO  UNO ARMADO CON ARMA DE FUEGO VICERA AZUL TORSO DESNUDO __OTRO MASC 40 AÑOS SANGRANDO .- __,GENERAL PUEYRREDON,MAR DEL PLATA,-379789.0,-575982.0,NEGATIVO,"ENTREVISTADO  SR RODRIGO EL MISMO VIO LA SITUAION , SE HACE LA ECORRIDA  NEG MASC ",-37.9789,-57.5982,2026,1,January,12,14,0,Lunes,False,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,ARMA_FUEGO
