Fecha,ID,Dirección,Tipo,SubTipo,Relato,Partido asignado,Localidad asignada,Latitud,Longitud,Resultado,Comentario Cierre Supervisor,Latitud_Clean,Longitud_Clean,Año,Mes,Mes_Nombre,Dia,Hora,Dia_Semana_Num,Dia_Semana,Es_FinDeSemana,Franja_Horaria,Patentes_Extraidas,Patente_Principal,Marca_Detectada,Origen_Dataset
2026-01-01 16:24:00,10015639697,SAN LORENZO al 67,HALLAZGO,VEHICULAR,LTE INFORMA QUE HAY UN AUTO EN EL LUGAR DESDE ANOCHE LE SUENA LA ALARMA__VOLSWAGUEN COLOR BLANCO DOMINIO  AB 541 JE __ESTA ESTACIONDO EN CONTRAMNO NO PARECE ROTO,GENERAL PUEYRREDON,MAR DEL PLATA,-38024211194782.0,-57531411888497.0,,,-38.024211194782,-57.531411888497,2026,1,January,1,16,3,Jueves,False,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-01 20:27:00,10015641069,ARENALES al 2329,HALLAZGO,VEHICULAR,LLTE REF QUE UN AUTO PEQUEÑO COLOR BEIGE CHAPA PATENTE DENTRO AUTO__DESCONOCIDO ESTACIONADO EN UN LUGAR INCORRECTO DEL EDIFICIO __ HACE UN DIA QUE ESTA __,GENERAL PUEYRREDON,MAR DEL PLATA,-38008098393975.0,-57544042813011.0,,,-38.008098393975,-57.544042813011,2026,1,January,1,20,3,Jueves,False,Noche (18-24),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-01 20:47:00,10015641183,RIO NEGRO al 4222,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE HAY UN AUTO ABANDONADO, CON LA RUEDAS PINCHADAS, EL BAUL ABIERTO. NO VIO A QUIEN LO DEJO EN EL LUGAR. LO DEJO UN SUJETO QUE ESTACIONO DE GOLPE, ESTUVO 10 MINUTOS LE SACO ALGO Y SE FUE. NO LO CONOCEN LOS VECINOS. ES UN CORSA BLANCO DOMINIO LIB126.-",GENERAL PUEYRREDON,MAR DEL PLATA,-37977486176553.0,-57552228556741.0,,,-37.977486176553,-57.552228556741,2026,1,January,1,20,3,Jueves,False,Noche (18-24),['LIB126'],LIB126,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-02 11:27:00,10015643804,ENTRE RIOS al 1900,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE HAY UN AUTO ABANDONADO TODO ABIERTO, ES UN 147 BLACNO, PTTE BPF350",GENERAL PUEYRREDON,MAR DEL PLATA,-38003078321029.0,-57544169617198.0,,,-38.003078321029,-57.544169617198,2026,1,January,2,11,4,Viernes,False,Mañana (06-12),['BPF350'],BPF350,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-02 15:10:00,10015644696,FALUCHO y Martiniano Chilabert,HALLAZGO,VEHICULAR,"LLAMANTE CUENTA QUE LE ROBARON EL VEHICULO EL DOMINGO PASADO Y LO ENCOENTRARON PRENDIDO FUEGO , ES UN  PEUGEOT 206 . PATENTE DMB-493 COLOR GRIS TOPO, DICE QUE YA TIENE LA DENUNCIA ",GENERAL PUEYRREDON,MAR DEL PLATA,-379776169985.0,-576057939992.0,,,-37.9776169985,-57.6057939992,2026,1,January,2,15,4,Viernes,False,Tarde (12-18),[],,PEUGEOT,HALLAZGO_AUTOMOTOR
2026-01-02 17:13:00,10015645252,ESTEBAN GASCON y Cnel Suarez,HALLAZGO,VEHICULAR,CARGA INVERSA CABO 1RO LEIVA DE MOVIL 566__INFORMA HALLZGO DE VW FOX FJZ876,GENERAL PUEYRREDON,MAR DEL PLATA,-379789019985.0,-576054289992.0,,,-37.9789019985,-57.6054289992,2026,1,January,2,17,4,Viernes,False,Tarde (12-18),['FJZ876'],FJZ876,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-02 18:12:00,10015645549,SAN JUAN y Alte Brown,HALLAZGO,VEHICULAR,"HAY UN AUTO QUE ESTA HACE 4 DIAS ES UN CHEVROLET AVEO BOROD O ROJO BORRAVINO PATENTE JAC 673 , NO ES DE NADIE, ADENTRO HAY LATAS, VASOS Y PLASTICOS, GOLPE EN EL PARAGOLPE TRASERO DERECHO ",GENERAL PUEYRREDON,MAR DEL PLATA,-379961769985.0,-575669799992.0,,,-37.9961769985,-57.5669799992,2026,1,January,2,18,4,Viernes,False,Noche (18-24),[],,CHEVROLET,HALLAZGO_AUTOMOTOR
2026-01-02 19:04:00,10015645799,CNEL VIDAL al 2670,HALLAZGO,VEHICULAR,"LLAAMTE DICE QUE EN EL LUGAR HAY UNA MOTO PRESUNTAMENTE ROBADA QUE ESTA PRENDIDA FUEGO. NO VIO QUIEN LA PRENDIO, SOLA LA VE QUE ESTA TODA QUEMADA. ",GENERAL PUEYRREDON,MAR DEL PLATA,-380324.0,-575996.0,,,-38.0324,-57.5996,2026,1,January,2,19,4,Viernes,False,Noche (18-24),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-02 21:47:00,10015646693,FALUCHO al 32,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE HAY UN VEHICULO TOYOTA HYLUX ROJA DOMINIO AE555EM, HACE 3 DIAS. ESTA EN EL ESTACIONAMIENTO PRIVADO DEL COMERCIO, NO SABE DE QUIEN PODRIA SER NI POR QUE SIGUE AHI",GENERAL PUEYRREDON,MAR DEL PLATA,-38018168627421.0,-57525521542724.0,,,-38.018168627421,-57.525521542724,2026,1,January,2,21,4,Viernes,False,Noche (18-24),['AE555EM'],AE555EM,TOYOTA,HALLAZGO_AUTOMOTOR
2026-01-02 23:22:00,10015647272,FRENCH al 3459,HALLAZGO,VEHICULAR,"__LLAMANTE MENCIONA PEUGEOT 308 COLOR GRI DOMINIO AG 016 MU, ESTRA ATRAVESADO EN MEDIO DE LA CALLE, ESTA CON LAS BALIZAS PUESTAS Y SOLO.- ",GENERAL PUEYRREDON,MAR DEL PLATA,-379837.0,-575465.0,,,-37.9837,-57.5465,2026,1,January,2,23,4,Viernes,False,Noche (18-24),[],,PEUGEOT,HALLAZGO_AUTOMOTOR
2026-01-03 08:02:00,10015648869,TRIPULANTES DEL FOURNIER,HALLAZGO,VEHICULAR,"DEJARON UN AUTO TIRADO ABANDONADO, PODRIA SER ROBADO, MARCA GOL TREND, COLOR VERDE CREMA",GENERAL PUEYRREDON,,,,,,,,2026,1,January,3,8,5,Sábado,True,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 09:22:00,10015649037,HIPOLITO YRIGOYEN al 2666,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE EN EL LUGAR HAY UNAUTO ESTCIONADO HACE MUCHOS DIAS ES UN FORD KA GRIS OSCURO DOMINIO JPE130, REFIERE QUE ESTA HACE MUCHO ",GENERAL PUEYRREDON,MAR DEL PLATA,-38005717389151.0,-57556166198011.0,,,-38.005717389151,-57.556166198011,2026,1,January,3,9,5,Sábado,True,Mañana (06-12),['JPE130'],JPE130,FORD,HALLAZGO_AUTOMOTOR
2026-01-03 10:15:00,10015649167,AYOLAS y Av Polonia,HALLAZGO,VEHICULAR,"PREFECTURA AYUDANTE DE SEGUNDO GOMEZ, AYOLAS Y BRUMANA, ESTACIONAMIENTO HALLADA CAMIONETA RENAULT KANGOO SIN DOMINIO , CON RASTREO SATELITAL EMPRESA GLOBAL, A RESGUARDO EN CRIA 9NA",GENERAL PUEYRREDON,MAR DEL PLATA,-380116529985.0,-575913589992.0,,,-38.0116529985,-57.5913589992,2026,1,January,3,10,5,Sábado,True,Mañana (06-12),[],,RENAULT,HALLAZGO_AUTOMOTOR
2026-01-03 11:07:00,10015649305,AV FORTUNATO DE LA PLAZA al 8081,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE HAY UN AUTO ABANDONADO EN EL LUGAR DESDE EL 31/12. ES UN RENAULT CLIO COLOR GRIS CLARO, PATENTE LCL 913",GENERAL PUEYRREDON,MAR DEL PLATA,-38022330920829.0,-57601308830139.0,,,-38.022330920829,-57.601308830139,2026,1,January,3,11,5,Sábado,True,Mañana (06-12),[],,RENAULT,HALLAZGO_AUTOMOTOR
2026-01-03 11:12:00,10015649321,CALLE 64 y Calle 705,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE DEJARON UN AUTO. ESTÁ ABIERTO Y SE VEN COSAS ADENTRO. ES UN CHEVROLET CORSA GRIS, PATENTE EXA271. NO VIÓ QUIEN LO DEJÓ. ",GENERAL PUEYRREDON,CHAPADMALAL,-381660799986.0,-576396599993.0,,,-38.1660799986,-57.6396599993,2026,1,January,3,11,5,Sábado,True,Mañana (06-12),['EXA271'],EXA271,CHEVROLET,HALLAZGO_AUTOMOTOR
2026-01-03 11:46:00,10015649431,PADRE CARDIEL al 7429,HALLAZGO,VEHICULAR,"REFIERE QUE HACE UNOS 4 O 5 DIAS QUE HAY UN AUTO TIRADO__NO SABE QUE AUTO ES, DE COLOR GRIS, PATENTE AB949__PATENTE PROVISORIA CON UN PAPEL ",GENERAL PUEYRREDON,MAR DEL PLATA,-379577.0,-575817.0,,,-37.9577,-57.5817,2026,1,January,3,11,5,Sábado,True,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 12:16:00,10015649535,AVELLANEDA al 2831,HALLAZGO,VEHICULAR,"REFIERE QUE HAY UN AUTO ESTACIONADO EN LA PUERTA DE LA CASA HACE DOS DIAS, LE SUENA LA ALARMA CADA 5 MINUTOS, TIENE UNA DE LAS VENTANILLAS BAJAS__GOL TREND 4 PUERTAS, COLOR GRIS, PATENTE IZX001__NO ES DE LOS VECINOS ",GENERAL PUEYRREDON,MAR DEL PLATA,-38009487937552.0,-57558234900916.0,,,-38.009487937552,-57.558234900916,2026,1,January,3,12,5,Sábado,True,Tarde (12-18),['IZX001'],IZX001,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 12:58:00,10015649710,CATAMARCA al 4452,HALLAZGO,VEHICULAR,"REFIERE QUE HAY UN AUTO ABANDONADO DESDE EL 1 A LAS 5 DE LA MAÑANA, EN LA PUERTA D ELA CASA, LO OBSERVO POR CAMARAS QUE SE BAJO Y SE FUE CAMINANDO, __PEUGEOT 208 COLOR AZUL, PATENTE AF780VU ",GENERAL PUEYRREDON,MAR DEL PLATA,-38019070643776.0,-57569758275148.0,,,-38.019070643776,-57.569758275148,2026,1,January,3,12,5,Sábado,True,Tarde (12-18),['AF780VU'],AF780VU,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 12:58:00,10015649709,BENITO LYNCH y Martinez De Hoz,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE EN EL LUGRA DEJARON UNA KANGOO COLOR VERDE, ESTA ABANDONADA DESCARTADA",GENERAL PUEYRREDON,MAR DEL PLATA,-380253729985.0,-576162159992.0,,,-38.0253729985,-57.6162159992,2026,1,January,3,12,5,Sábado,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 15:02:00,10015650165,AV CARLOS GARDEL y Av Vertiz,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE LE ROBAORN LA CAMIONETA HACE UNOS DIAS Y RECIBIÓ UN LLAMADO ANONIMO DICIENDO QUE LA MISMA ANDA DANDO VUELTAS EN EL LUGAR. ES UNA CHEVROLET 80, TENIA UNA CUPULA PERO CREE QUE SE LA SACARON, ES COLOR MARRONCITA, TIENE GUARDABARROS PLATEADOS. ESTÁ SIN LAS PATENTES. LE DIJERON QUE ESTÁ EN UN DOMICILIO CERCA DE LA INTERSECCION APORTADA. ",GENERAL PUEYRREDON,MAR DEL PLATA,-379992509985.0,-576179979992.0,,,-37.9992509985,-57.6179979992,2026,1,January,3,15,5,Sábado,True,Tarde (12-18),[],,CHEVROLET,HALLAZGO_AUTOMOTOR
2026-01-03 16:38:00,10015650508,AV ANTARTIDA ARGENTINA y Gutemberg,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE EN EL AÑO 2022 LE ROBARON SU CAMIONETA F100 CON PATENTE AJL-870, LA CUAL AHORA ESTA ESTACIONADA EN LA AV ANTARTIDA ARGENTINA Y LA 53 SIN OCUPANTES  ",GENERAL PUEYRREDON,MAR DEL PLATA,-380381135278.0,-57592560638.0,,,-38.0381135278,-57.592560638,2026,1,January,3,16,5,Sábado,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 16:49:00,10015650565,JURAMENTO y Av Mario Bravo,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE AYER LE ROBARON A CAMIONETA , AHORA LA VE TRANSITAR POR CALLE JURAMENTE A VELOCIADA__ES UN CAMIONETA RANGER BLANCA CABINA SIMPLE, SIN ATENTE, SIN PAÑOS ANTIVUELCOS",GENERAL PUEYRREDON,MAR DEL PLATA,-380554979985.0,-575779859992.0,,,-38.0554979985,-57.5779859992,2026,1,January,3,16,5,Sábado,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 17:54:00,10015650824,JUANA AZURDUY y Azopardo,HALLAZGO,VEHICULAR,LLAMANTE REFIERE QUE DEJARON UN AUTO ABANDONADO EN LA VIA PÚBLICA  ES UN  FIAT PALIO COLOR BLANCO. FUERON TRES MASCULINOS QUE  SALIERON CORRIENDO  PARA CALLE VERTIZ. NO SABE COMO ESTAN VESTIDOS. ,GENERAL PUEYRREDON,MAR DEL PLATA,-379953179985.0,-576231969992.0,,,-37.9953179985,-57.6231969992,2026,1,January,3,17,5,Sábado,True,Tarde (12-18),[],,FIAT,HALLAZGO_AUTOMOTOR
2026-01-03 18:09:00,10015650880,AV ANTARTIDA ARGENTINA al 2600,HALLAZGO,VEHICULAR,LLAMANTE REFIERE QUE ENCONTRÓ LA CAMIONETA QUE LE ROBARON HACE TRES AÑOS - VE QUE TIENE OTRA PATENTE PERO LA RECONOCE COMO SU VEHÍCULO - ES UNA FORD F 100 - COLOR AZUL - __LLAMANTE AGUARDA EL RECURSO EN UN RENAULT 9 COLOR GRIS CLARO ,GENERAL PUEYRREDON,MAR DEL PLATA,-38037109187293.0,-57592150536231.0,,,-38.037109187293,-57.592150536231,2026,1,January,3,18,5,Sábado,True,Noche (18-24),[],,FORD,HALLAZGO_AUTOMOTOR
2026-01-03 18:12:00,10015650894,MARCELO T DE ALVEAR al 2033,HALLAZGO,VEHICULAR,REFIERE QUE DEJARON TIRADO UNA CAMIONETA EN LA PUERTA DEL DDO ESTA ABIERTA SIN PATENTES.- VIO SLAIR CORRIENDO UN MASCULINO.- ,GENERAL PUEYRREDON,MAR DEL PLATA,-380455.0,-575712.0,,,-38.0455,-57.5712,2026,1,January,3,18,5,Sábado,True,Noche (18-24),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 19:06:00,10015651184,CASTELLI al 6642,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE HAY UN AUTO QUE CREE PUEDE SER ROBADO - ES UN PEUGEOT 206 - PATENTE NJG 333 - CREE GRIS OSCURO - LO DEJARON ABANDONADO EN EL LUGAR, CREE LOS MENORES QUE VIVEN CERCA PUEDEN HABERLO SUSTRAÍDO __SABE QUE TAMBIÉN SUELEN INGRESAR MOTOS DE DUDOSA PROCEDENCIA - NO TIENE DESCRIPCIONES PARA APORTAR",GENERAL PUEYRREDON,MAR DEL PLATA,-37988518942595.0,-57595276865315.0,,,-37.988518942595,-57.595276865315,2026,1,January,3,19,5,Sábado,True,Noche (18-24),[],,PEUGEOT,HALLAZGO_AUTOMOTOR
2026-01-03 19:29:00,10015651317,DE LOS INMIGRANTES al 910,HALLAZGO,VEHICULAR,"DEJAN AUTO DESMANTELADO, SIN DOMINIO.__ES COLOR ROJO.__",GENERAL PUEYRREDON,MAR DEL PLATA,-38016711282078.0,-57589919374828.0,,,-38.016711282078,-57.589919374828,2026,1,January,3,19,5,Sábado,True,Noche (18-24),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-03 22:10:00,10015652074,CARRIEGO al 645,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE HAY UN VEHICULO ESTACIONADO HACE 2 DIAS ES UN VW POLO PATENTE AH-167-WP COLOR GRIS PLATA, DESCONOCE SU PROCEDENCIA  ",GENERAL PUEYRREDON,MAR DEL PLATA,-38078831518163.0,-57546026064709.0,,,-38.078831518163,-57.546026064709,2026,1,January,3,22,5,Sábado,True,Noche (18-24),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-04 07:16:00,10015653819,ESPAÑA al 831,HALLAZGO,VEHICULAR,"REFIERE QUE HAY UN AUTO ABANDONADO. CREE QUE LO DEJARON ANOCHE .  TIENE DISPAROS. PATENTE NRO AA624RR , ES UN CITROEN COLOR GRIS .- __",GENERAL PUEYRREDON,MAR DEL PLATA,-37987687417208.0,-57550291509197.0,,,-37.987687417208,-57.550291509197,2026,1,January,4,7,6,Domingo,True,Mañana (06-12),['AA624RR'],AA624RR,CITROEN,HALLAZGO_AUTOMOTOR
2026-01-04 10:22:00,10015654167,JUAN JOSE VALLE y Borthaburu,HALLAZGO,VEHICULAR,"REFIERE QUE AL COSTADO DEL ARROYO, HAY UN AUTO QUE DEJARON AYER A LA TARDE__ESTTAN LLAMANDO DESDE AYER Y EL MOVIL NO SE HACE PRESENTE__NO APORTA DATOS DEL VEHICULO, TEME PORQUE EN EL LUGAR VIVE UNA ABUELA __",GENERAL PUEYRREDON,MAR DEL PLATA,-380871639984.0,-575610699992.0,,,-38.0871639984,-57.5610699992,2026,1,January,4,10,6,Domingo,True,Mañana (06-12),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-04 10:34:00,10015654195,CARRIEGO y Pacheco De Melo,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE EN EL LUGAR HAY UN AUTO ESTACIONADO , NO ES DE NINGUN VECINO , ESTA HACE 3 DIAS, ES UN POLO DOMINIIO AH167WE, ES GRIS PLATA , ESTA DESCARTADO EN EL LUGAR ",GENERAL PUEYRREDON,MAR DEL PLATA,-380791259984.0,-575456379992.0,,,-38.0791259984,-57.5456379992,2026,1,January,4,10,6,Domingo,True,Mañana (06-12),['AH167WE'],AH167WE,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-04 10:34:00,10015654192,FRANCIA al 4178,HALLAZGO,VEHICULAR,LLAMANTE REFIER QUE HAY UN AUTO PEUGEOT COLOR BORDO SIN RUEDAS Y CON LAS PUERTAS ABIERTAS,GENERAL PUEYRREDON,MAR DEL PLATA,-380076.0,-575858.0,,,-38.0076,-57.5858,2026,1,January,4,10,6,Domingo,True,Mañana (06-12),[],,PEUGEOT,HALLAZGO_AUTOMOTOR
2026-01-04 11:20:00,10015654288,FUNES y Avellaneda,HALLAZGO,VEHICULAR,"LLAMANTE REFIERE QUE LE ROBARON EL AUTO LA MADRUGADA Y LO ENCONTRO AHORA, ES UN CHEVROLET CORSA GRIS, NO VE A NADIE CERCA DEL AUTO.",GENERAL PUEYRREDON,,-380035119985.0,-575700879992.0,,,-38.0035119985,-57.5700879992,2026,1,January,4,11,6,Domingo,True,Mañana (06-12),[],,CHEVROLET,HALLAZGO_AUTOMOTOR
2026-01-04 13:19:00,10015654691,AV JUAN B JUSTO y Jose Hernandez,HALLAZGO,VEHICULAR,"LLAMANTE MENCIONA QUE DEJARON UN AUTO EN LA ESQUINA , ESTA CON LAS VENTANILLAS BAJAS__ES UN RENAULT BLANCO, RENAULT 19",GENERAL PUEYRREDON,,-380322321948.0,-575536063102.0,,,-38.0322321948,-57.5536063102,2026,1,January,4,13,6,Domingo,True,Tarde (12-18),[],,RENAULT,HALLAZGO_AUTOMOTOR
2026-01-04 15:51:00,10015655262,DIAG DEL ARROYO CORRIENTES y Borthaburu,HALLAZGO,VEHICULAR,"DEJARON UN AUTO LLENO DE BASURA, ESTA QUEMADO ",GENERAL PUEYRREDON,,-380873949984.0,-575613859992.0,,,-38.0873949984,-57.5613859992,2026,1,January,4,15,6,Domingo,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-04 16:27:00,10015655386,CALLE 61 y Calle 28,HALLAZGO,VEHICULAR,LLAMANTE REFIERE QUE DEJARON UN VEHICULO GOL GRIS SIN PATENTE NI LUCES EN LA VIA PUBLICA. NO HAY NADIE ALREDEDOR. ,GENERAL PUEYRREDON,,,,,,,,2026,1,January,4,16,6,Domingo,True,Tarde (12-18),[],,OTRA / NO ESPECIFICADA,HALLAZGO_AUTOMOTOR
2026-01-04 18:35:00,10015656009,FRAGATA LIBERTAD al 3783,HALLAZGO,VEHICULAR,"LLTE REF QUE ,EN LA CALLE JORGE NEWBERY Y 2 CUADARS ANTES DE EDISON LO CHOCO__ FIAT CRONOS PATENTE  PROVISORIA FDC 7448 Y SE DIO A LA FUGA QUYE RECIEN LO ENCPNTRO ESTACIONADO OBSTRUYENDO UN GARAGE SOLIC MOVIL YA QUE NADIE CONOCE AL DUEÑO DEL MISMO __",GENERAL PUEYRREDON,MAR DEL PLATA,-380686.0,-575744.0,,,-38.0686,-57.5744,2026,1,January,4,18,6,Domingo,True,Noche (18-24),[],,FIAT,HALLAZGO_AUTOMOTOR
